question,intent
How many member states are in the UN ?,HowTo
Who shot and killed himself while painting Wheatfield with Crows ?,Fact
What will happen when sodium is put in water ?,Definition
What 's the meaning of UOL ?,Definition
What future President became Senate majority whip under Harry Truman ?,Fact
Who was the architect of Central Park ?,Fact
Which operating system runs on IBM-compatible machines ?,Fact
What are the dimensions of an ice hockey goal ?,Fact
When was CNN 's first broadcast ?,Fact
What are the signs of a country going into a recession ?,Fact
What is the circumorbital hematoma ?,Definition
What African country is governed from Ouagadougou ?,Fact
What was the Christian name of the title character in Our Miss Brooks ?,Fact
What hard-of hearing artist painted Sunflowers ?,Fact
Who were the Yankee 's frequent enemies ?,Fact
Who wrote Sons and Lovers ?,Fact
What is the English translation for the word `` caliente '' ?,Fact
What handicraft requires you to interlace your warp and weft ?,Fact
What French seaport claims to be The Home of Wines ?,Fact
How long does it take sunlight to reach Earth ?,HowTo
How many milliseconds in a second ?,HowTo
What Cherokee Indian gave his name to a tree ?,Fact
When were camcorders introduced in Malaysia ?,Fact
What is the chance of conceiving quadruplets ?,Fact
Who was the star of Leave It to Beaver ?,Fact
What countries have the largest armed forces in the world ?,Fact
What was William F. Cody 's better-known name ?,Fact
How do I increase my biceps ' size ?,HowTo
Who did Richard Nixon tender his resignation to ?,Fact
Who was Thucydides ?,Fact
How is the element strontium purified ?,HowTo
Which of the following rock 'n roll stars has a `` star '' on Hollywood Boulevard ?,Fact
What are tonsils for ?,Definition
"What molecules include fluorine , sodium and magnesium ?",Fact
What was the name of the ball game played by the mayans ?,Fact
What was the sequel to The Moon 's Balloon ?,Fact
What is the exchange rate for Australian to American money ?,Fact
What is the origin of the word ` posh ' ?,Definition
How can anyone tell if a female had sexual intercourse ?,HowTo
How many states did Richard Nixon carry in 1972 ?,HowTo
What basketball maneuver did Bert Loomis invent ?,Fact
What is a good book to read for people who hate to read ?,Fact
How many shillings more than 2 were there in a guinea ?,HowTo
What does a tarantula eat ?,Fact
What are the three secondary colors ?,Fact
What does the name `` Sabrina '' mean ?,Definition
Who took over as conductor of the Boston Pops after Arthur Fiedler 's long reign ?,Fact
What were the trials called which followed World War II ?,Fact
What is hebephrenia ?,Definition
What Nazi leader killed himself in jail just before he was to be executed as a war criminal ?,Fact
What famous events have happened on March 27 ?,Fact
Which company claimed to be `` the world 's biggest toy store '' ?,Fact
What brand number graces the black label of a bottle of Jack Daniel 's ?,Fact
What do I call the sons and daughters of my first cousins ?,Fact
What were the causes of the Civil War ?,Definition
What are Maid-Rites ?,Definition
What city is terrorized by Dracula in The Night Stalker ?,Fact
How can you prevent it ?,HowTo
What do the names Andrew and Christina mean ?,Definition
What chocolate bar created by Frank Mars and his wife is often called a Milky Way with peanuts ?,Fact
Who is the fastest guitarist ?,Fact
What do camels store in their humps ?,Fact
What is the name of the second space shuttle ?,Fact
What is the best hospital for orthopedics in the country ?,Fact
What are perfect tenses ?,Definition
What is commonly considered the fifth sense ?,Definition
What was another name for East Germany ?,Fact
What 's the second-biggest-selling magazine in America ?,Fact
Who betrayed Norway to the Nazis ?,Fact
Who took the toys donated for the Doodyville Orphans ' Fund and kept them for himself ?,Fact
What is a bourdon tube ?,Definition
What kind of a sports team is the Wisconsin Badgers ?,Fact
Who were the Picts ?,Fact
"What do Caroll Baker , Tammy Grimes , Debbie Reynolds , and Judy Garland all have in common ?",Definition
What is film noir ?,Definition
Who is stationed at Camp Swampy in the comic strips ?,Fact
In what year did China and the Republic of Korea establish diplomatic relations ?,Fact
What causes tuberculosis ?,Definition
How tall is the giraffe ?,HowTo
What actor dressed up as Santa Claus and had a once-a-year affair with actress Shelley Winters every Christmas for many years ?,Fact
What animal was the heat-seeking missile called the Sidewinder named for ?,Fact
How long did it take Stanley to find Livingstone ?,HowTo
How much of the nation 's children between the ages of two and eleven watch ` The Simpsons ' ?,HowTo
What lake is Sheboygan on ?,Fact
What are a baseball team 's firemen ?,Definition
What is a fear of color ?,Fact
What Nantucket shipwreck killed more divers exploring it than the 52 people it sank with ?,Fact
What are the two largest birds on earth ?,Fact
Name the four stories contained in Edith Wharton 's `` Old New York . '',Fact
What is the largest lake in North America ?,Fact
How many people died because of a smoking problem in 1997 ?,HowTo
What is chronic constipation a symptom of ?,Fact
Who wrote The Look of Love after viewing Ursula Andress ?,Fact
What is the name of the American swimmer who won seven gold medals in the 1972 Olympics ?,Fact
Who claims to have the greatest show on earth ?,Fact
What is Head Start ?,Definition
What Honeymooners actress did Television magazine name as 1953 's most promising star ?,Fact
Why can 't women serve in the Navy on board submarines ?,Reason
What did the Yalta Conference lead to ?,Fact
What dog was dubbed The Mortgage Lifter ?,Fact
What is saltpeter ?,Definition
What 's the difference between J.D. and LL.M. ?,Comparison
What kind of organization is ` Last Chance for Animals ' ?,Fact
What was the role of the Medieval Guild ?,Fact
Silly putty was invented by whom ?,Fact
What should the oven be set at for baking Peachy Oat Muffins ?,Fact
How can someone become a federal agent ?,HowTo
Who invented the paper clip ?,Fact
Whom did Lauren Bacall marry after her husband Humphrey Bogart died ?,Fact
How many times in his 16-year National Basketball Associaton career was John Havlicek a member of the all-star team ?,HowTo
What city or state do the most gay men live in ?,Fact
Shea and Gould had an office in Los Angeles for how long before closing it ?,Fact
"What word occurs 46 , 227 times in the Bible ?",Fact
How can you be happy ?,HowTo
How would someone go about becoming an organ donor ?,HowTo
"What year did Degas create the bronze sculpture , `` Fourth Position Front ? ''",Fact
What composer was awarded the Medal of Honor by Franklin D. Roosevelt ?,Fact
How many URL extensions are there ? and what are they ?,HowTo
How long after intercourse does it take to find out if you are pregnant ?,HowTo
What does U.S.S.R. stand for ?,Definition
"Who created the Fantastic Four , Hulk , and Thor ?",Fact
What is a fear of gravity ?,Fact
Who is the composer of `` Canon in D Major '' ?,Fact
What did n't Rocky Marciano do in his pro boxing career ?,Definition
Where are all European and American eels born ?,Fact
Who was the author of the novel `` Far From the Madding Crowd '' ?,Fact
What is the definition of ` graphic details ' ?,Definition
What was `` America 's recessed-filter cigarette '' ?,Fact
What kind of dog is Scooby Doo ?,Fact
What is the function of the appendix ?,Definition
What department store heir is responsible for raising a three-ton safe from the underwater wreckage of the Andrea Doria ?,Fact
Which sex is twice as likely to contract leprosy ?,Fact
What was the first town to be chartered in Vermont ?,Fact
What state has the longest Great Lakes shoreline ?,Fact
What U.S. state ends with a G ?,Fact
How many varieties of twins are there ?,HowTo
What is a Cartesian Diver ?,Definition
What are the largest libraries in the US ?,Fact
How many people live in the Falklands ?,HowTo
Who was Camp David named for ?,Fact
What document did President Andrew Johnson want a copy of placed under his head upon his burial ?,Fact
Who portrayed `` the man without a face '' in the movie of the same name ?,Fact
What happened in dogtown in 1899 to make that year remembered ?,Definition
What wheel did Blaise Pascal invent in a search for perpetual motion ?,Fact
How much money was the minimum wage in 1991 ?,HowTo
In what year was the first patent for the pull-tab opener on cans obtained ?,Fact
What country boasts the most dams ?,Fact
What is the regular price ?,Fact
What Metropolis landmark was first introduced in the Superman cartoons of the 1940 's ?,Fact
Where can one find Mozambique ?,Fact
How do you recognize anorexia ?,HowTo
What Mary Tyler Moore Show regular came into the world as Tadeus Wladyslaw Konopka ?,Fact
In what city is the US Declaration of Independence located ?,Fact
What is the largest variety of cactus ?,Definition
Who won the first World Series ?,Fact
What did Aaron Hass write ?,Fact
Who is Samuel Pickering ?,Fact
What was the business of the animated Sky Hawks ?,Fact
Who was credited with saying : `` I never met a man I did n't like '' ?,Fact
"What overalls are named for Dungri , a suburb of Bombay ?",Fact
Why do rooftops give off steam after a big rainstorm ?,Reason
What nationality was Jackson Pollock ?,Fact
How much of the earth 's surface is permanently frozen ?,HowTo
What is the connection between New Krypton and Daxam ?,Fact
When was Queen Victoria born ?,Fact
How many people were executed for Abraham Lincoln 's assassination ?,HowTo
What must a Las Vegas blackjack dealer do when he reaches 16 ?,Definition
What is worth seeing in Reims ?,Fact
What type of performer is Ileana Cotrubas ?,Fact
When was Yemen reunified ?,Fact
What line of candy products included Super Skrunch and Peanut Butter Oompas ?,Fact
Why did the Anglican church split from the Vatican ?,Reason
What organization has a Security Council ?,Fact
How would I find the price of different organs that have been donated ?,HowTo
What Mexican leader was shot dead in 1923 ?,Fact
What does NECROSIS mean ?,Definition
What is magnetar ?,Definition
"What feud ended with a marriage in Kentucky on March 21 , 1891 ?",Fact
What color is the stripe along each side of a Coho salmon ?,Fact
What is the federal minimum wage ?,Fact
Mississippi is nicknamed what ?,Fact
What are the unemployment statistics for the years 1965 and 1990 ?,Fact
Where is Santa Lucia ?,Fact
What female painter produced primitives of rural New England life ?,Fact
What are names of two old men who appear in the serial tv Muppets Show ?,Fact
What war saw battles at Parrot 's Beak and Black Virgin ?,Fact
What should you yell to hail a taxi in Madrid ?,Definition
What is the horsepower of the shuttle boosters ?,Fact
What year did Apartheid start ?,Fact
Who created Big Ben ?,Fact
What city is found in the city of OZ ?,Fact
